"reg";"acte";"nb_sejsea";"nb_actes";"dms_globale";"nb_sej_0_nuit";"nb_acte_ambu"
"32";"YYYY0130";"134";"135";"8.2910447761194";".";"."
"32";"YYYY0150";"24181";"145984";"10.1969728299077";"240";"244"
"32";"YYYY0170";"24";"24";"0.25";"23";"23"
"32";"YYYY0190";"32";"36";"9.09375";"13";"13"
"32";"YYYY0200";"7943";"27061";"17.4129422132695";"99";"106"
"32";"YYYY0250";"572";"582";"5.37937062937063";"228";"235"
"32";"YYYY0260";"855";"869";"7.01169590643275";".";"."
"32";"YYYY0270";"86";"90";"0.10465116279069";"79";"82"
"32";"YYYY0280";"15387";"16252";"5.77312016637421";"6562";"6689"
"32";"YYYY0290";"25";"25";"0";"25";"25"
"32";"YYYY0310";"62";"62";"7.25806451612903";".";"."
"32";"YYYY0330";"6669";"6981";"5.02159244264507";"2479";"2504"
"32";"YYYY0340";"96";"96";"0.89583333333333";"77";"77"
"32";"YYYY0370";"41";"41";"7.48780487804878";".";"."
"32";"YYYY0410";"7028";"7722";"8.03884462151394";"257";"266"
"32";"YYYY0440";"165";"168";"4.35151515151515";".";"."
"32";"YYYY0570";"105";"105";"2.01904761904761";".";"."
"32";"YYYY0620";"1121";"1172";"12.2158786797502";".";"."
"32";"YYYY0640";"271";"277";"3.2730627306273";"134";"134"
"32";"YYYY0660";"255";"260";"11.5372549019607";".";"."
"32";"YYYY0680";"323";"344";"10.2538699690402";".";"."
"32";"YYYY0690";"252";"254";"7.89285714285714";".";"."
"32";"YYYY0720";"338";"349";"6.04733727810651";".";"."
"32";"YYYY0750";"140";"148";"6.89285714285714";".";"."
"32";"YYYY0760";"8854";"9054";"2.17653038174836";"4349";"4489"
